Sample.ID,Sample.ID2,Size,Diet,Diet.1,Genus,Species,Genus.modif,Species.modif,Taxon1,Taxon,Body.mass.mean,Museum.ID.2,Site.Name,Latitude,Longitude ,Cluster,Cluster.2,Level.Age,age estimate,Note.age,Age.Category,Extinction level,Survivor,Trophic level,Tray,Tray.ID,Weight,d15N,d13C,d13C.enamel,d180.enamel-VSMOW,d.180.enamelVPDB,X.N,X.C,C.N,c.N2,commnets,analyzed.at.UNM.publication,Amino Acid 
Mammuthus TMM 41465 - 172,41465-172,Large,Herbivore,,Mammuthus,,Mammuthus,,Mammuthus,Mammuthus,,TMM,Laubach 5,,,,,,,,Pleistocene,Pre-Extinction,Extinct,,4,D2,1.08,,,,,,bdl,1.8,na,,,7/21/19,
Mammuthus TMM 933 - 674,933-674,Large,Herbivore,,Mammuthus,,Mammuthus,,Mammuthus,Mammuthus,,TMM,Friesenhahn cave,,,,,,,,Pleistocene,Pre-Extinction,Extinct,,4,C11,0.938,2.7,-24.7,,,,7.2,19.4,2.7,,,7/21/19,
Mammuthus TMM 933 - 748,933-748,Large,Herbivore,,Mammuthus,,Mammuthus,,Mammuthus,Mammuthus,,TMM,Friesenhahn cave,,,,,,,,Pleistocene,Pre-Extinction,Extinct,,4,C12,0.961,,,,,,bdl,1.6,na,,,7/21/19,
Mammuthus TMM 40613 - 1.11,40613-1.11,Large,Herbivore,,Mammuthus    .,,Mammuthus    .,,Mammuthus,Mammuthus,,TMM,San Domingo Creek,,,,,,,,Pleistocene,Pre-Extinction,Extinct,,4,D1,0.996,,,,,,bdl,1.4,na,,,7/21/19,
908-858,908-858,Small,Carnivore,NA,Mephitis,mephitis,Mephitis,sp.,Mustelidae,Mustelidae,2085,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square B-C, 8-9, #208",1000,,Holocene,Post-Extinction,Survivor,Post extinction herb,4,G3,0.53,11,-17.2,,,,13.9,42.5,3,0,,x,
908-4253,908-4253,Small,Carnivore,NA,Mephitis,mephitis,Mephitis,sp.,Mustelidae,Mustelidae,2085,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Disturbed Fill, #388",2000,We estimate that this material is Holocene based on the descriptions of where the poached material came from,Holocene,Post-Extinction,Survivor,,4,G5,0.514,7.5,-16.5,,,,14.4,41.8,2.9,0,,x,
908-1204,908-1204,Small,Carnivore,NA,Mephitis,mephitis,Mephitis,sp.,Mustelidae,Mustelidae,2085,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square D-E, 2-3, #203",1000,,Holocene,Post-Extinction,Survivor,Post extinction herb,4,F6,0.53,10,-15.7,,,,15.2,44.6,2.9,0,,x,
908-3264,908-3264,Small,Carnivore,NA,Mephitis,mephitis,Mephitis,sp.,Mustelidae,Mustelidae,2085,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square H-I, 4-5, #377",1000,,Holocene,Post-Extinction,Survivor,Post extinction herb,6,B1,0.555,9.3,-15.2,,,,14.6,42.3,2.9,0,,x,
908-4257,908-4257,Small,Carnivore,NA,Mephitis,mephitis,Mephitis,sp.,Mustelidae,Mustelidae,2085,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Disturbed Fill, #54",2000,We estimate that this material is Holocene based on the descriptions of where the poached material came from,Holocene,Post-Extinction,Survivor,,4,E1,0.541,7.1,-13.9,,,,15.5,44.6,2.9,0,,x,
908-989,908-989,Small,Carnivore,NA,Mephitis,mephitis,Mephitis,sp.,Mustelidae,Mustelidae,2085,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 5, Square C-D, 4-5, #205",3500,,Holocene,Post-Extinction,Survivor,Post extinction herb,4,B4,0.512,9.3,-12.6,,,,15.3,43.7,2.9,0,,x,
933-4494,933-4494,Small,Carnivore,NA,Mephitis,mephitis,Mephitis,sp.,Mustelidae,Mustelidae,2085,TMM,Friesenhahn Cave,29.62,-98.37,Cluster 5,Cluster 4,,18500,,Pleistocene,Pre-Extinction,Survivor,Pre extinction carn,4,F1,0.548,7.5,-15.6,,,,13.9,43.7,3.2,0,,x,
41229-MUSTELID-15779,41229-15779,Small,Carnivore,NA,Mustelidae,,NA,NA,Mustelidae,Mustelidae,2.16732,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,NA,11174.5,,Holocene,Pre-Extinction,,Pre extinction carn,1,G8,0.558,10.3,-17.6,,,,15.4,42.1,2.7,0,,x,
41229-MUSTELID-15778,41229-15778,Small,Carnivore,NA,Mustelidae,,NA,NA,Mustelidae,Mustelidae,2.16732,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,NA,11174.5,,Holocene,Pre-Extinction,,Pre extinction carn,1,G7,0.538,11.9,-17,,,,10.4,32.7,3.1,0,,x,
1295-13,1295-13,Small,Carnivore,NA,Taxidea,taxus,NA,NA,Mustelidae,Mustelidae,7108,TMM,Clamp Cave,31.12,-98.75,Cluster 5,Cluster 4,Pleistocene-Rancholabrean,20000,,Pleistocene,Pre-Extinction,Survivor,Pre extinction carn,5,F8,0.568,1.6,-23.9,,,,5.4,18.2,3.3,0,,x,
41229-10262,41229-10262,Small,Carnivore,NA,Mustela,,NA,NA,Mustelidae,Mustelidae,2085,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,240-245,16273,,Pleistocene,Pre-Extinction,,Pre extinction carn,5,C11,0.573,12.6,-16.1,,,,15.8,44.4,2.8,0,,x,
41229-SPILO-1021,41229-1021,Small,Carnivore,NA,Spilogale,,Spilogale,sp.,Mustelidae,Mustelidae,341,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,NA,11833,,Pleistocene,Pre-Extinction,Survivor,Pre extinction carn,1,G9,0.58,11.4,-18,,,,8,23,2.9,0,,x,
41229-SPILO-3744,41229-3744,Small,Carnivore,NA,Spilogale,,Spilogale,sp.,Mustelidae,Mustelidae,341,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,NA,13150.5,,Pleistocene,Pre-Extinction,Survivor,Pre extinction carn,1,G10,0.507,12.5,-16,,,,8.5,23.8,2.8,0,,x,
Spilogale TMM 41229 - 1365,41229-1365,Large,Carnivore,,Spilogale,,Spilogale,,Mustelidae,Mustelidae,341,TMM,Hall's Cave,,,,,220-225,,,Pleistocene,Pre-Extinction,Survivor,,4,D7,0.973,9.8,-15.9,,,,12.2,35.6,2.9,,,7/21/19,
908-3278,908-3278,Small,Carnivore,NA,Taxidea,taxus,Taxidea,sp.,Mustelidae,Mustelidae,7108,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square H-I, 4-5, #820",1000,,Holocene,Post-Extinction,Survivor,Post extinction herb,4,D3,0.571,9,-17,,,,15.8,45.4,2.9,0,,x,
908-3917,908-3917,Small,Carnivore,NA,Taxidea,,Taxidea,sp.,Mustelidae,Mustelidae,7108,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Disturbed Fill, #166",2000,We estimate that this material is Holocene based on the descriptions of where the poached material came from,Holocene,Post-Extinction,Survivor,,4,F8,0.507,12.8,-15.9,,,,14.2,44,3.1,0,,x,
908-3337,908-3337,Small,Carnivore,NA,Taxidea,taxus,Taxidea,sp.,Mustelidae,Mustelidae,7108,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 5, Square H-I, 4-5, #241",3500,,Holocene,Post-Extinction,Survivor,Post extinction herb,4,G6,0.591,9.1,-15.8,,,,14.8,42.7,2.9,0,,x,
908-3918,908-3918,Small,Carnivore,NA,Taxidea,,Taxidea,sp.,Mustelidae,Mustelidae,7108,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Disturbed Fill, #8",2000,We estimate that this material is Holocene based on the descriptions of where the poached material came from,Holocene,Post-Extinction,Survivor,,4,D7,0.538,10.5,-15.6,,,,15.8,44.7,2.8,0,,x,
908-3901,908-3901,Small,Carnivore,NA,Taxidea,,Taxidea,sp.,Mustelidae,Mustelidae,7108,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Disturbed Fill, #172",2000,We estimate that this material is Holocene based on the descriptions of where the poached material came from,Holocene,Post-Extinction,Survivor,,5,D6,0.575,9.4,-15.4,,,,15.6,44,2.8,0,,x,
908-3899,908-3899,Small,Carnivore,NA,Taxidea,,Taxidea,sp.,Mustelidae,Mustelidae,7108,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Disturbed Fill, #178",2000,We estimate that this material is Holocene based on the descriptions of where the poached material came from,Holocene,Post-Extinction,Survivor,,4,F5,0.527,11.9,-15.2,,,,15.9,45.4,2.9,0,,x,
908-3898,908-3898,Small,Carnivore,NA,Taxidea,,Taxidea,sp.,Mustelidae,Mustelidae,7108,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Disturbed Fill, #505",2000,We estimate that this material is Holocene based on the descriptions of where the poached material came from,Holocene,Post-Extinction,Survivor,,6,A9,0.549,11.7,-10.9,,,,14.5,42.8,3,0,,x,
908-593,908-593,Small,Carnivore,NA,Taxidea,taxus,Taxidea,sp.,Mustelidae,Mustelidae,7108,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone Unknown, Square B-C, 1-2, #152",,,,Post-Extinction,Survivor,Post extinction herb,5,E4,0.584,9.8,-13,,,,15.6,43.7,2.8,0,,x,
XN-2017 BR,XN-2017 BR,Large,Herbivore,Browser,Cervus,canadensis,Cervus,sp.,NA,NA,,NA,New Mexico,,,,,,,,Modern,,,,,,,,-21.2,-14.4,,-3,,,0,0,,XXX,
XN-2016 shed,XN-2016 shed,Large,Herbivore,Browser,Cervus,canadensis,Cervus,sp.,NA,NA,,NA,New Mexico,,,,,,,,Modern,,,,,,,,-20.1,-13.3,,-4.7,,,0,0,,XXX,
XN-2000-1,XN-2000-1,Large,Herbivore,Browser,Cervus,canadensis,Cervus,sp.,NA,NA,,NA,New Mexico,,,,,,,,Modern,,,,,,,,-19,-12.2,,-9.8,,,0,0,,x,
XN-2010-1,XN-2010-1,,Herbivore,Browser,Cervus,canadensis,Cervus,sp.,NA,NA,,NA,New Mexico,,,,,NA,,,Modern,,,,,,,,-19,-12.2,,-8.7,,,0,0,,x,
Glossotherium TMM 908 - 2304,908-2304,Large,Herbivore,,Glossotherium,,Glossotherium,,Glossotherium,NA,,TMM,Kincaid Shelter,,,,,,,,Pleistocene,Pre-Extinction,Extinct,,4,A10,0.993,,,,,,bdl,1.5,100,,,7/21/19,
220-27,220-27,Large,Carnivore,NA,Canis,sp.,NA,NA,NA,NA,37000,TMM,Jess Cox Ranch,,,,,,,,Holocene,Post-Extinction,Survivor,Post extinction carn,1,B7,0.461,10.5,-17.8,,,,15.5,43.6,2.8,0,,x,
41229-17689,41229-17689,Small,NA,NA,Sorex,,NA,NA,NA,NA,13,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,130-135,9363,,Holocene,Post-Extinction,Survivor,,5,D10,0.585,10.1,-17.7,,,,14.2,40.7,2.9,0,,x,
41229-699,41229-699,Large,Carnivore,NA,Canidae,,NA,NA,NA,NA,,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,010-015,1458,,Holocene,Post-Extinction,Survivor,Post extinction carn,1,B3,0.585,9.5,-17.6,,,,15.8,44.1,2.8,0,,x,
908-4311,908-4311,Large,Carnivore,NA,Canis,sp.,NA,NA,NA,NA,13406,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Disturbed Fill, #287",2000,We estimate that this material is Holocene based on the descriptions of where the poached material came from,Holocene,Post-Extinction,Survivor,,5,C12,0.168,9.8,-16.5,,,,12,44.1,3.7,100,,x,
41229-15782,41229-15782,,NA,NA,NA,,NA,NA,NA,NA,,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,140-145,10021,,Holocene,Post-Extinction,Survivor,Post extinction herb,1,D4,0.376,11.1,-13.2,,,,14.8,42.4,2.9,0,,x,
41229-8326,41229-8326,Large,Carnivore,NA,Canis,sp.,NA,NA,NA,NA,13406,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,005-010,1128,,Holocene,Post-Extinction,Survivor,Post extinction carn,1,D1,0.523,8.5,-12.6,,,,15.1,42.8,2.8,0,,x,
908-4300,908-4300,Large,Carnivore,NA,Canis,sp.,NA,NA,NA,NA,,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,Disturbed Fill,2000,We estimate that this material is Holocene based on the descriptions of where the poached material came from,Holocene,,,,5,D5,0.423,NA,NA,,,,0.4,5.1,12.9,100,,x,
41229-2918,41229-2918,,NA,NA,NA,,NA,NA,NA,NA,,TMM,NA,,,,,NA,0,,Modern,Post-Extinction,Survivor,,2,H1,0.57,4.9,-19.1,,,,15.4,43.2,2.8,0,,x,
41229-98807,41229-98807,,NA,NA,NA,,NA,NA,NA,NA,,TMM,NA,,,,,NA,0,,Modern,Post-Extinction,Survivor,,2,H4,0.549,6.5,-15.8,,,,14.5,43.2,3,0,,x,
41229-14145,41229-14145,,NA,NA,NA,,NA,NA,NA,NA,,TMM,NA,,,,,NA,0,,Modern,Post-Extinction,Survivor,,2,G5,0.575,5.5,-15.5,,,,14.6,43.3,3,0,,x,
908-3532,908-3532,,NA,NA,NA,,NA,NA,NA,NA,,TMM,NA,,,,,NA,,,NA,,,,4,E3,0.553,6.9,-17,,,,15.2,45.5,3,0,,x,
41229-3539,41229-3539,Large,Carnivore,NA,Felis,weidii or yagouarondi,NA,NA,NA,NA,3583,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,175-180,11998,,Pleistocene,Pre-Extinction,Survivor,Pre extinction carn,5,C5,0.56,12.7,-18.8,,,,14.8,42.6,2.9,0,,x,
41229-11182,41229-11182,Large,Carnivore,NA,Canis,sp.,NA,NA,NA,NA,37000,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,215-220,15095,,Pleistocene,Pre-Extinction,,Pre extinction carn,1,D7,0.527,5,-18.7,,,,15.1,42.3,2.8,0,,x,
41229-FELIDAE-10420,41229-10420,Large,Carnivore,NA,Felidae,,NA,NA,NA,NA,,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,NA,13150.5,,Pleistocene,Pre-Extinction,,Pre extinction carn,1,G1,0.559,9.9,-17.8,,,,14.1,40.7,2.9,0,,x,
41229-10876,41229-10876,Large,Carnivore,NA,Canis,sp.,NA,NA,NA,NA,37000,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,190-195,13315,,Pleistocene,Pre-Extinction,,Pre extinction carn,1,B1,0.564,12.3,-11.8,,,,15.5,43.2,2.8,0,,x,
41229-3768,41229-3768,,Herbivore,,Bovidae?,,NA,NA,NA,NA,579255,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,NA,14858.5,,Pleistocene,Pre-Extinction,,Pre extinction herb,1,H4,0.544,7.6,-7.8,,,,14.6,40.1,2.8,0,,x,
908-4521,908-4521,Large,Carnivore,NA,Canis,sp.,NA,NA,NA,NA,13406,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,#522,,,,,,,5,C7,0.584,9.6,-13,,,,13.4,42.2,3.1,0,,x,
908-4282,908-4282,Large,Carnivore,NA,Canis,sp.,NA,NA,NA,NA,37000,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,#266,,,,,,,4,C7,0.547,11.5,-11.1,,,,15.2,43.9,2.9,0,,x,
908-4522,908-4522,Large,Carnivore,NA,Canis,sp.,NA,NA,NA,NA,37000,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,#518,,,,,,,4,F11,0.524,10.3,-10.6,,,,15.5,45.2,2.9,0,,x,
908-2899,908-2899,,NA,NA,NA,,NA,NA,NA,NA,,TMM,NA,,,,,NA,,,,,,,4,B7,0.584,NA,NA,,,,bdl,3.3,100,100,,x,
804-85,804-85,Large,Herbivore,Grazer,Navajocerus,,Navajocerus,sp.,Navajocerus,NA,,TMM,Montell Shelter,29.5,-100,Cluster 5,Cluster 4,"Zone 6, Square I-J, 4-5",3000,,Holocene,Post-Extinction,Extinct,,,,,,-16.3,-9.5,,-5.4,,,0,0,,x,
Probo. TMM L327 - 7,L327-7,Large,Herbivore,,Probo.,,Probo.,,,NA,,TMM,Near Enloe Bridge,,,,,,,,,,,,4,D4,1.002,,,,,,bdl,1.2,na,,,7/21/19,
908-2443,908-2443,Large,Herbivore,NA,Proboscidea,,Proboscidea,,Proboscidea,NA,,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 4, Square C-D, 1-2",11000,,Holocene,Pre-Extinction,,Pre extinction herb,5,G2,0.528,NA,NA,,,,bdl,1.5,100,100,,x,
908-2302,908-2302,Large,Herbivore,NA,Proboscidea,,Proboscidea,,Proboscidea,NA,,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 3, Square A-B, 1-2",13000,,Pleistocene,Pre-Extinction,,Pre extinction herb,5,D12,0.533,3.1,-25.6,,,,6.4,30,4.7,100,,x,
40449-129,40449-129,Large,Herbivore,Browser,Odocoileus,sp.,Odocoileus,sp.,Odocoileus,Odocoileus,55509,TMM,Levi Shelter,30.36,-98.1,,Cluster 4,"Toomey says 10-7 (14C) or 11,555 to 7,854",10000,,Holocene,Post-Extinction,Survivor,Post extinction herb,5,H7,0.542,-1.1,-24.3,,,,3.3,14.4,4.3,100,,x,
40449-127,40449-127,Large,Herbivore,Browser,Odocoileus,sp.,Odocoileus,sp.,Odocoileus,Odocoileus,55509,TMM,Levi Shelter,30.36,-98.1,,Cluster 4,"Toomey says 10-7 (14C) or 11,555 to 7,845",10000,,Holocene,Post-Extinction,Survivor,Post extinction herb,5,D11,0.549,1.1,-24,,,,4.2,16.9,4,100,,x,
40451-125,40451-125,Large,Herbivore,Browser,Odocoileus,sp.,Odocoileus,sp.,Odocoileus,Odocoileus,55509,TMM,Wunderlich Site,29.92,-98.35,,Cluster 4,Mid-Holocene,4600,,Holocene,Post-Extinction,Survivor,Post extinction herb,5,C9,0.517,5.1,-21,,,,12,35.6,3,0,,x,
40449-127,40449-127,Large,Herbivore,Browser,Odocoileus,,Odocoileus,sp.,Odocoileus,Odocoileus,55509,TMM,Levi Shelter,30.36,-98.1,,Cluster 4,"Zone 4, 36",10000,,Holocene,Post-Extinction,Survivor,Post extinction herb,,,,,-20.8,-14,,-4.7,,,0,0,,XXX,
908-131,908-131,Large,Herbivore,Browser,Odocoileus,sp.,Odocoileus,sp.,Odocoileus,Odocoileus,55509,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square A-B, 6-7",1000,,Holocene,Post-Extinction,Survivor,Post extinction herb,5,A4,0.525,5.3,-20.7,,,,15.8,45.6,2.9,0,,x,
908-2255,908-2255,Large,Herbivore,Browser,Odocoileus,sp.,Odocoileus,sp.,Odocoileus,Odocoileus,55509,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square J-K, 3-4",1000,,Holocene,Post-Extinction,Survivor,Post extinction herb,5,A3,0.571,5.3,-20.7,,,,15.9,45.8,2.9,0,,x,
908-3348,908-3348,Large,Herbivore,Browser,Odocoileus,sp.,Odocoileus,sp.,Odocoileus,Odocoileus,55509,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square C-D, 8-9, #391",1000,,Holocene,Post-Extinction,Survivor,Post extinction herb,5,C2,0.624,5.8,-20.4,,,,15.3,45,2.9,0,question mark removed ,x,
908-3614,908-3614,Large,Herbivore,Browser,Odocoileus,sp.,Odocoileus,sp.,Odocoileus,Odocoileus,55509,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 5?6, Square C-D, 5-6",3500,,Holocene,Post-Extinction,Survivor,Post extinction herb,5,A2,0.555,5.8,-20.4,,,,16.2,45.8,2.8,0,,x,
908-2229,908-2229,Large,Herbivore,Browser,Odocoileus,sp.,Odocoileus,sp.,Odocoileus,Odocoileus,55509,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square I-J, 4-5",1000,,Holocene,Post-Extinction,Survivor,Post extinction herb,6,A12,0.513,5.8,-20.1,,,,14.4,43.1,3,0,,x,
41229-1055,41229-1055,Large,Herbivore,Browser,Odocoileus,sp.,Odocoileus,sp.,Odocoileus,Odocoileus,55509,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,Pit 1,4916,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,A1,0.285,4.5,-20,,,,16.7,45.7,2.7,0,,x,
41229-673,41229-673,Large,Herbivore,Browser,Odocoileus,sp.,Odocoileus,sp.,Odocoileus,Odocoileus,55509,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,Pit 1A,2610.5,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,B10,0.282,6.7,-19.9,,,,16.3,45.6,2.8,0,,x,
908-360,908-360,Large,Herbivore,Browser,Odocoileus,sp.,Odocoileus,sp.,Odocoileus,Odocoileus,55509,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square A-B, 10-11",1000,,Holocene,Post-Extinction,Survivor,Post extinction herb,4,A3,0.549,5.6,-19.9,,,,13.5,40.4,3,0,,x,
908-3943,908-3943,Large,Herbivore,Browser,Odocoileus,sp.,Odocoileus,sp.,Odocoileus,Odocoileus,55509,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,Disturbed Fill,2000,We estimate that this material is Holocene based on the descriptions of where the poached material came from,Holocene,Post-Extinction,Survivor,,5,A1,0.582,6.8,-19.9,,,,15.4,44.3,2.9,0,,x,
908-3953,908-3953,Large,Herbivore,Browser,Odocoileus,sp.,Odocoileus,sp.,Odocoileus,Odocoileus,55509,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,disturbed fill,2000,We estimate that this material is Holocene based on the descriptions of where the poached material came from,Holocene,Post-Extinction,Survivor,,1,F7,0.515,6.2,-19.9,,,,16.1,45.6,2.8,0,,x,
908-4113,908-4113,Large,Herbivore,Browser,Odocoileus,sp.,Odocoileus,sp.,Odocoileus,Odocoileus,55509,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,NA,,,Holocene,Post-Extinction,Survivor,Post extinction herb,1,F9,0.571,6.5,-19.9,,,,15,44.8,3,0,,x,
908-818,908-818,Large,Herbivore,Browser,Odocoileus,sp.,Odocoileus,sp.,Odocoileus,Odocoileus,55509,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square, B-C, 7-8",1000,,Holocene,Post-Extinction,Survivor,Post extinction herb,6,B7,0.578,6.1,-19.9,,,,14.6,43.5,3,0,,x,
43133-1112,43133-1112,Large,Herbivore,Browser,Odocoileus,virginianus,Odocoileus,sp.,Odocoileus,Odocoileus,55509,TMM,Bering Sinkhole,29.76,-98.77,Cluster 5,Cluster 4,,4950,took mean of interval,Holocene,Post-Extinction,Survivor,Post extinction herb,2,A9,0.279,6.9,-19.8,,,,11.4,35.5,3.1,0,,x,
908-3255,908-3255,Large,Herbivore,Browser,Odocoileus,sp.,Odocoileus,sp.,Odocoileus,Odocoileus,55509,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square E-F, 8-9",1000,,Holocene,Post-Extinction,Survivor,Post extinction herb,4,E10,0.521,5.4,-19.8,,,,16.1,45.6,2.8,0,,x,
908-825,908-825,Large,Herbivore,Browser,Odocoileus,sp.,Odocoileus,sp.,Odocoileus,Odocoileus,55509,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"Zone 6, Square B-C, 7-8",1000,,Holocene,Post-Extinction,Survivor,Post extinction herb,5,C10,0.55,6,-19.8,,,,14.4,43.5,3,0,,x,X
40451-102,40451-102,Large,Herbivore,Browser,Odocoileus,sp.,Odocoileus,sp.,Odocoileus,Odocoileus,55509,TMM,Wunderlich Site,29.92,-98.35,,Cluster 4,Mid-Holocene,4600,,Holocene,Post-Extinction,Survivor,Post extinction herb,5,A5,0.523,5.5,-19.8,,,,15.3,46.2,3,0,,x,
41CM3-13,41CM3-13,Large,Herbivore,Browser,Odocoileus,sp.,Odocoileus,sp.,Odocoileus,Odocoileus,55509,TMM,Wunderlich Site,29.92,-98.35,,Cluster 4,Mid-Holocene,4600,,Holocene,Post-Extinction,Survivor,Post extinction herb,5,D3,0.573,5.6,-19.8,,,,14.6,43,2.9,0,,x,
908-1438,908-1438,Large,Herbivore,Browser,Odocoileus,sp.,Odocoileus,sp.,Odocoileus,Odocoileus,55509,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"zone 5, square E-F, 2-3",3500,,Holocene,Post-Extinction,Survivor,Post extinction herb,1,F5,0.536,5.3,-19.7,,,,15.8,45,2.8,0,,x,
41229-9333,41229-9333,Large,Herbivore,Browser,Odocoileus,sp.,Odocoileus,sp.,Odocoileus,Odocoileus,55509,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,NA,2610.5,,Holocene,Post-Extinction,Survivor,Post extinction herb,1,H6,0.543,5.8,-19.6,,,,15.1,43,2.9,0,,x,
41CM3-93,41CM3-93,Large,Herbivore,Browser,Odocoileus,sp.,Odocoileus,sp.,Odocoileus,Odocoileus,55509,TMM,Wunderlich Site,29.92,-98.35,,Cluster 4,Mid-Holocene,4600,,Holocene,Post-Extinction,Survivor,Post extinction herb,5,D2,0.525,6.7,-19.6,,,,16,45.2,2.8,0,,x,
41229-462,41229-462,Large,Herbivore,Browser,Odocoileus,sp.,Odocoileus,sp.,Odocoileus,Odocoileus,55509,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,Pit 1A,5574.5,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,A3,0.294,5.7,-19.5,,,,17.2,46.5,2.7,0,,x,
41229-643,41229-643,Large,Herbivore,Browser,Odocoileus,sp.,Odocoileus,sp.,Odocoileus,Odocoileus,55509,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,075-080,5739,,Holocene,Post-Extinction,Survivor,Post extinction herb,4,B12,0.539,7.8,-19.5,,,,15.1,43.9,2.9,0,,x,
41229-868,41229-868,Large,Herbivore,Browser,Odocoileus,sp.,Odocoileus,sp.,Odocoileus,Odocoileus,55509,TMM,Hall's Cave,30.13,-99.54,,Cluster 4,Pit 1,4257.5,,Holocene,Post-Extinction,Survivor,Post extinction herb,2,A11,0.287,5.9,-19.5,,,,16.6,45.3,2.7,0,,x,
908-3945,908-3945,Large,Herbivore,Browser,Odocoileus,sp.,Odocoileus,sp.,Odocoileus,Odocoileus,55509,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,Disturbed Fill,2000,We estimate that this material is Holocene based on the descriptions of where the poached material came from,Holocene,Post-Extinction,Survivor,,5,D1,0.533,5.9,-19.5,,,,16.8,46.7,2.8,0,,x,
908-3306,908-3306,Large,Herbivore,Browser,Odocoileus,sp.,Odocoileus,sp.,Odocoileus,Odocoileus,55509,TMM,Kincaid Shelter,29.37,-99.47,Cluster 5,Cluster 4,"zone 5, squareH-I, 4- 5",3500,,Holocene,Post-Extinction,Survivor,Post extinction herb,1,F6,0.589,7.1,-19.4,,,,15.1,43.8,2.9,0,,x,
